Company,Description,Experience,Salary,Title
DBS Bank Ltd,"Skills : Senior Associate / Associate , Internal Communications Specialist , IT Shared Services , Technology ... Posted: 7 days ago",0-0 SGD,"Business Function Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & contr","Senior Associate / Associate, Internal Communications Specialist, IT Shared Services, Technology ..."
JointHire Singapore Pte Ltd,"- Assist in plan and spec analysis in order to provide clear, trackable and coordinated interpretations of the design/drawings for construction drawings. - To distribute/inform Leads of change request from customers/consultant or 3rd party. Skills : ENGINEERING COORDINATOR",4-6 Years,"42,000-45,600 SGD",Engineering Coordinator
Government Technology Agency of Singapore,"Skills : Executive Manager , capability management Posted: 18 days ago",0-0 SGD,Government Infrastructure Group (GIG) of the Government Technology Agency (GovTech) strategises & delivers whole-of-government (WOG) infrastructure products and services. We are looking for an Executi,"Executive Manager, Capability Management"
On Demand Agility Software Private Limited,We are looking for a RPA Developer with experience in UI Path for a Leading Financial Organization Skills : Rpa,4-8 Years,"4,500-5,400 SGD",RPA Developer
Singbest Human Resource Pte Ltd,"Reputable MNC with branch office in Singapore Very competitive pay and benefits Wonderful company culture and work environment Skills : Trouble Shooting , Semiconductor , inspection machine , Technical Support Engineer",4-14 Years,Not Specified,Technical Support Engineer | MNC | Singapore | Inspection Machine | Semicon
PrimeStaff Management Services Pte Ltd,"Good learning opportunity. 5-day work week. Skills : Service Desk , Helpdesk , It Helpdesk , Technical Helpdesk , Hardware Troubleshooting , Vpn , IT Support",1-4 Years,"1,600-2,200 SGD",IT Support Specialist (12-months Renewable Contract) | Up to $2.2K
SSA Academy Pte. Ltd,"The position performs the critical role of developing new clientele for consultancy business in the local market, and supporting the Consulting Team in the development and implementation of client business solutions. Skills : Business Development , Client Engagement , Sales Targets , Project Administration , Microsoft Office Suites",3-5 Years,"4,000-5,600 SGD",Consultant (BD & Projects)
GMP Technologies,"Work in IT solutions development team to build high quality and innovative mobile application that drive business success Skills : Mobile Solutions , mobile solution designer , micro-service architecture , API-driven design , Android-Studio",6-11 Years,Not Specified,Mobile Solution Designer/ Developer (Digital Banking)
PrimeStaff Management Services Pte Ltd,"Good learning opportunity. 1-year Contract (with the possibility of renewal) Skills : Software , Service Desk , It Support Management , Hardware Troubleshooting , Printer Troubleshooting",1-3 Years,"1,600-2,000 SGD",IT Desktop Engineer | Basic from $1.6K to $2.2K
PrimeStaff Management Services Pte Ltd,"Good learning opportunity 5-Day Work Week 1-Year Contract (with the possibility of renewal) Skills : Hardware , Software , Troubleshoot",1-5 Years,Not Specified,IT Desktop Specialist | Immediate Hire | Up to $2.2K
PrimeStaff Management Services Pte Ltd,"Good learning opportunity Good working environment Great work life balance 5 days work week | Normal working hours This is a 1 year renewable contract. Skills : Service desk , Helpdesk , Software , IT Support , Information Technology , Remote Support , Technical support",1-2 Years,"1,900-2,000 SGD","IT Assistant | Up to $2,000 | 5 days work week"
U3 Infotech Pte Ltd,"Excellent learning opportunity for a Junior Software Developer Develop long term career in Software Engineering and learn new technologies Skills : C# , Java , C++",0-2 Years,Not Specified,Junior Software Developer
Capita Pte Ltd,"We are working with a client that is a reputable manufacturing solution provider which offers process and industrial plant engineering design, consultancy services and machinery maintenance services. Skills : Assembly , Production , Manufacturing , Mechanical , Testing",0-5 Years,"1,600-2,500 SGD",Assembly Technician (KKK)
Protemps Employment Services Pte Ltd,"Responsibilities * Able to operate and maintain CNC Machine * Carry out periodical maintenance and proper lubrication of machines * Measure and verify that products meet specifications using precision tools * Setup, operate and maintain a Skills : Cnc Machinist , Machine Operation , Machine Operator , Machine Operating , Machine Operators",2-5 Years,Not Specified,CNC MACHINIST
Talent Trader Group Pte Ltd,"Designing, coordinating and maintaining the infrastructure Skills : Active Directory , Ccna , Mcsa , Cisco , Cisco Certified Network Associate , Microsoft Hyper-v , Vmware",1-5 Years,Not Specified,Infrastructure Engineer (CCNA/MCSA)
Sciente Consulting Pte. Ltd,"Job Description : We are looking for a Senior Manager to collaborate with the various teams to understand technology engines and the dissemination of digital content & information to digital channels such as social media, news, video and advertisem Skills : Digital Manager , digital technology , Product Development , Stakeholder Management , Machine Learning",5-8 Years,Not Specified,Senior Manager – Digital
Sciente Consulting Pte. Ltd,"Job Description : We are looking for a Senior Manager to collaborate with the various teams to understand technology engines and the dissemination of digital content & information to digital channels such as social media, news, video and advertisem Skills : Digital , digital technology , applied research and development , Product Development , Senior Manager",5-8 Years,Not Specified,Senior Manager (Digital)
DBS Bank Ltd,"Job Description : Business Function Group Human Resources has the important role of attracting, retaining, and nurturing talent to ensure that DBS continues to be a competitive employer in Asia. With a well-established team of HR partners, we suppor Skills : Vp , Learning %26 Development Business Learning Specialist , Group Human Resources",10-13 Years,Not Specified,"VP, Learning %26 Development Business Learning Specialist, Group Human Resources"
Sciente Consulting Pte. Ltd,"Job Description : A fulfilling position as CIO, Head of Technology for an reputable organization. Mandatory Skill(s) * At least 15 years of technical and leadership experience with 7 years in management capacity; * Excellent ability to transf Skills : Chief Information Officer , Technical , Leadership , Project Management , Team Management , Stakeholder Management",15-18 Years,Not Specified,Chief Information Officer (CIO)
GMP Recruitment Services (S) Pte Ltd,"Responsibilities Develop online, blended or classroom learning interventions by identifying learning needs, design curriculum, develop and evaluate learning interventions on Digital Skills Work with subject matter experts to shape the course content, Skills : Strategic Learning and Development Specialist , Digital Skills",2-4 Years,Not Specified,"Strategic Learning and Development Specialist, Digital Skills"
New Tone Consulting Pte Ltd,"The Devops engineer is a key member of the program and is tasked with defining and building CI/CD pipelines for the team. Skills : Devops , Ansible , Azure , AWS , Docker , Kubernetes",5-10 Years,Not Specified,Devops Engineer
GMP Technologies,"Skills : Machine Vision , VB Macro , C++ , Visual Basic , Python , C# , Visual Studio Posted: 5 days ago",Not Specified,"Responsibilities: Design and develop software for Machine Vision automation equipment Software development for GUI, SQLite, real time socket communication Involve in Software Development Life Cycle Technical Support and Deployment Requirements: Diplo",Software Engineer (Machine Vision / C++) - Perm
The ExecutiveCircle Asia Pacific Pte Ltd,"Solution Architect (Kofax,Ysoft,Opentext,Output Management,Enterprise Solutions) Skills : Sales Support , output management , Business Development , Relationship Management , Subject Matter Experts",8-15 Years,Not Specified,"Solution Architect (Kofax,Ysoft,Opentext,Output Management,Enterprise Solutions)"
GMP Technologies,"Responsibilities Design of mechanical structures, modules and fixtures to support research prototype characterization and verification tasks, such as laser, EBEAM chamber and plasma source. Conceptual and detailed design, detailed drawings, using 3D Skills : Senior Mechanical Design Engineer (Semicon Machine Maker)",8-8 Years,Not Specified,Senior Mechanical Design Engineer (Semicon Machine Maker)
Wsh experts Pte Ltd,"Skills : Consultant , course design , classroom facilitation , e-learning Posted: 18 days ago",Not Specified,Job Description : Job Roles & Responsibilities * Understand Academy’s operations particularly in ensuring academic quality of the courses offered and in its pursuit to improve processes continually. * Expertise in course design and developmen,Consultant(ACTA Qualified)
DBS Bank Ltd,"Job Description : Business Function Group Human Resources has the important role of attracting, retaining, and nurturing talent to ensure that DBS continues to be a competitive employer in Asia. With a well-established team of HR partners, we suppor Skills : Senior Learning Design Specialist , Group Human Resources",10-13 Years,Not Specified,"Senior Learning Design Specialist, Group Human Resources"
